State,State Code,2013 Urbanization,2013 Urbanization Code,Ten-Year Age Groups,Age Group Midpoint,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,% of Total Deaths
Maine,23,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,853875,0,0.00%
New Hampshire,33,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,0,857102,0,0.00%
Kansas,20,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,867456,0,0.00%
Arkansas,5,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,0,880827,0,0.00%
Montana,30,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,0,882491,0,0.00%
Pennsylvania,42,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,916267,0,0.00%
Alabama,1,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,0,927397,0,0.00%
New York,36,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,937700,0,0.00%
Idaho,16,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,0,947090,0,0.00%
Nevada,32,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,0,961483,0,0.00%
New Hampshire,33,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,0,961899,0,0.00%
Indiana,18,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,986988,0,0.00%
Rhode Island,44,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,0,1002835,0,0.00%
South Carolina,45,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,0,1016543,0,0.00%
Ohio,39,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,0,1029054,0,0.00%
Louisiana,22,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,0,1046594,0,0.00%
North Dakota,38,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,0,1053017,0,0.00%
New Hampshire,33,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,0,1055569,0,0.00%
Maine,23,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,0,1065613,0,0.00%
Kentucky,21,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,0,1068155,0,0.00%
New York,36,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,4561919,0.0219206,0.00%
Louisiana,22,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,4381708,0.022822151,0.00%
Indiana,18,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,4243932,0.023563054,0.00%
Texas,48,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,4133268,0.024193931,0.00%
Ohio,39,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,2,7784043,0.025693589,0.00%
North Carolina,37,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,3843039,0.026021073,0.00%
Indiana,18,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,3590035,0.027854882,0.00%
Virginia,51,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,3266089,0.030617659,0.00%
Illinois,17,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,3215278,0.03110151,0.00%
Alabama,1,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,3171449,0.031531328,0.00%
Pennsylvania,42,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,3135709,0.031890714,0.00%
Texas,48,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,2993682,0.033403681,0.00%
Georgia,13,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2787700,0.035871866,0.00%
Michigan,26,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,2682437,0.037279533,0.00%
Pennsylvania,42,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,3,7985469,0.037568238,0.00%
Nebraska,31,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2658582,0.037614036,0.00%
Mississippi,28,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2635585,0.037942241,0.00%
New York,36,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2599629,0.038467027,0.00%
Georgia,13,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2510485,0.039832941,0.00%
Ohio,39,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,2,4974532,0.040204787,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2473467,0.040429082,0.00%
Wisconsin,55,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2446368,0.040876924,0.00%
Tennessee,47,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,2412624,0.041448647,0.00%
Iowa,19,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2409038,0.041510346,0.00%
Arizona,4,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2408424,0.041520928,0.00%
Wisconsin,55,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,2404391,0.041590573,0.00%
New York,36,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,2400411,0.041659532,0.00%
North Carolina,37,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,2390406,0.041833898,0.00%
Virginia,51,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,2348099,0.042587642,0.00%
Missouri,29,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,2340593,0.042724216,0.00%
Indiana,18,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2336426,0.042800414,0.00%
Massachusetts,25,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,2323624,0.043036223,0.00%
Indiana,18,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2294332,0.043585671,0.00%
Mississippi,28,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2283363,0.043795051,0.00%
Hawaii,15,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2240495,0.044632994,0.00%
Kentucky,21,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,2215409,0.045138392,0.00%
Oregon,41,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,2215031,0.045146095,0.00%
Illinois,17,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2192727,0.045605312,0.00%
Georgia,13,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,2184039,0.045786728,0.00%
Iowa,19,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,2154327,0.046418209,0.00%
Louisiana,22,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,2148111,0.046552529,0.00%
Oklahoma,40,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,2127322,0.047007458,0.00%
Illinois,17,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,2057172,0.048610422,0.00%
Wisconsin,55,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1968299,0.050805289,0.00%
Missouri,29,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1950912,0.051258078,0.00%
Missouri,29,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1938722,0.051580371,0.00%
Oregon,41,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1935262,0.05167259,0.00%
Louisiana,22,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,1919488,0.052097226,0.00%
Connecticut,9,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1914581,0.052230749,0.00%
Wisconsin,55,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,1891501,0.052868066,0.00%
Florida,12,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1816156,0.055061349,0.00%
West Virginia,54,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1789799,0.055872196,0.00%
Iowa,19,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1761156,0.056780887,0.00%
Minnesota,27,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1739723,0.057480415,0.00%
Georgia,13,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1738101,0.057534056,0.00%
Oklahoma,40,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1735701,0.05761361,0.00%
New Jersey,34,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1723623,0.058017327,0.00%
Missouri,29,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1718060,0.058205185,0.00%
Rhode Island,44,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1669312,0.059904919,0.00%
Maryland,24,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1639861,0.060980778,0.00%
Mississippi,28,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1620343,0.061715328,0.00%
Minnesota,27,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1617913,0.061808021,0.00%
Virginia,51,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1615503,0.061900226,0.00%
District of Columbia,11,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1609557,0.062128896,0.00%
Kentucky,21,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1588616,0.062947874,0.00%
Oregon,41,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1556627,0.064241466,0.00%
Kansas,20,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1542458,0.064831587,0.00%
Alabama,1,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,1,1536713,0.06507396,0.00%
Kansas,20,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1502410,0.066559727,0.00%
Oregon,41,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1483169,0.0674232,0.00%
Virginia,51,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1457168,0.068626267,0.00%
Washington,53,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1457167,0.068626314,0.00%
Kansas,20,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1450145,0.068958621,0.00%
Alabama,1,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1433396,0.069764392,0.00%
Arkansas,5,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1402064,0.07132342,0.00%
Oklahoma,40,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,1389801,0.071952747,0.00%
Kentucky,21,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,1353670,0.073873248,0.00%
Idaho,16,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1352295,0.073948362,0.00%
Tennessee,47,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1344194,0.074394023,0.00%
Michigan,26,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1335471,0.074879949,0.00%
Illinois,17,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1326263,0.075399826,0.00%
Delaware,10,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,1,1317498,0.075901443,0.00%
Tennessee,47,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1292644,0.07736082,0.00%
North Carolina,37,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1286914,0.07770527,0.00%
California,6,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1256237,0.079602814,0.00%
Arkansas,5,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1246204,0.080243684,0.00%
Alabama,1,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1209482,0.082680023,0.00%
Missouri,29,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,1,1196271,0.083593099,0.00%
Minnesota,27,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1193692,0.083773704,0.00%
Idaho,16,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1170148,0.085459275,0.00%
Oklahoma,40,NonCore (non-metro),6,15-24 years,19,Alcohol-Induced Causes,A,1,1163086,0.085978165,0.00%
South Carolina,45,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1159514,0.086243029,0.00%
Ohio,39,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,1,1159299,0.086259024,0.00%
Louisiana,22,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1157929,0.086361081,0.00%
Oregon,41,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1157652,0.086381745,0.00%
Iowa,19,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,1,1101490,0.090786117,0.00%
Georgia,13,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,21,9341071,0.2248,0.00%
New York,36,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,27,11806927,0.2287,0.00%
Texas,48,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,29,11377991,0.2549,0.00%
Texas,48,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,25,9491385,0.2634,0.00%
Texas,48,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,75,27883636,0.269,0.00%
Florida,12,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,27,10000899,0.27,0.00%
North Carolina,37,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,21,7679168,0.2735,0.00%
South Carolina,45,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,20,7131933,0.2804,0.00%
California,6,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,32,11287650,0.2835,0.00%
New York,36,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,66,23220930,0.2842,0.00%
Illinois,17,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,26,9115526,0.2852,0.00%
Florida,12,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,43,15039229,0.2859,0.00%
Virginia,51,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,28,9112371,0.3073,0.00%
Illinois,17,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,39,12403920,0.3144,0.00%
Florida,12,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,36,11023678,0.3266,0.00%
California,6,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,193,57003330,0.3386,0.00%
New Jersey,34,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,43,12041110,0.3571,0.00%
Maryland,24,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,39,9760658,0.3996,0.00%
Arizona,4,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,38,8733729,0.4351,0.00%
Michigan,26,Large Central Metro,1,15-24 years,19,Alcohol-Induced Causes,A,27,5984693,0.4512,0.00%
Michigan,26,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,29,6118903,0.4739,0.00%
California,6,Medium Metro,3,15-24 years,19,Alcohol-Induced Causes,A,86,17638025,0.4876,0.00%
Colorado,8,Large Fringe Metro,2,15-24 years,19,Alcohol-Induced Causes,A,25,4002005,0.6247,0.00%
California,6,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,21,3006266,0.6985,0.00%
Arizona,4,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,26,1956423,1.329,0.00%
District of Columbia,11,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,26,1609557,1.6154,0.00%
New Mexico,35,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,24,1475832,1.6262,0.00%
New Mexico,35,Small Metro,4,15-24 years,19,Alcohol-Induced Causes,A,27,1210077,2.2313,0.00%
Minnesota,27,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,47,1739723,2.7016,0.00%
Iowa,19,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,48,1761156,2.7255,0.00%
Nebraska,31,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,76,2658582,2.8587,0.00%
North Dakota,38,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,31,1053017,2.9439,0.00%
Kansas,20,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,46,1542458,2.9823,0.00%
Iowa,19,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,67,2154327,3.11,0.00%
South Carolina,45,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,24,741237,3.2378,0.00%
Alabama,1,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,47,1433396,3.2789,0.00%
Idaho,16,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,39,1170148,3.3329,0.00%
Minnesota,27,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,54,1617913,3.3376,0.00%
Nebraska,31,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,30,802860,3.7366,0.00%
Hawaii,15,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,84,2240495,3.7492,0.00%
Iowa,19,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,43,1101490,3.9038,0.00%
South Dakota,46,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,33,843126,3.914,0.00%
Mississippi,28,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,65,1620343,4.0115,0.00%
New York,36,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,941,23220930,4.0524,0.00%
California,6,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,2346,57003330,4.1155,0.01%
South Carolina,45,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,48,1159514,4.1397,0.00%
New York,36,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,110,2599629,4.2314,0.00%
Mississippi,28,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,113,2635585,4.2875,0.00%
Virginia,51,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,141,3266089,4.3171,0.00%
California,6,Large Fringe Metro,2,15-24 years,19,Drug-Induced Causes,D,498,11287650,4.4119,0.00%
Georgia,13,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,182,4082663,4.4579,0.00%
Kansas,20,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,67,1502410,4.4595,0.00%
North Carolina,37,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,118,2635155,4.4779,0.00%
South Dakota,46,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,22,486499,4.5221,0.00%
Minnesota,27,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,54,1193692,4.5238,0.00%
New York,36,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,207,4561919,4.5376,0.00%
Virginia,51,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,107,2348099,4.5569,0.00%
Texas,48,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,189,4133268,4.5727,0.00%
New York,36,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,110,2400411,4.5825,0.00%
Wisconsin,55,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,65,1414217,4.5962,0.00%
Georgia,13,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,116,2510485,4.6206,0.00%
South Carolina,45,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,47,1016543,4.6235,0.00%
Illinois,17,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,149,3215278,4.6341,0.00%
Minnesota,27,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,188,3987641,4.7146,0.00%
Kansas,20,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,41,867456,4.7265,0.00%
California,6,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,847,17638025,4.8021,0.00%
New Jersey,34,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,219,4372781,5.0083,0.00%
New York,36,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,47,937700,5.0123,0.00%
Kentucky,21,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,54,1068155,5.0554,0.00%
Texas,48,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,576,11377991,5.0624,0.00%
Wisconsin,55,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,170,3332602,5.1011,0.00%
Texas,48,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,153,2993682,5.1108,0.00%
Oregon,41,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,99,1935262,5.1156,0.00%
Missouri,29,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,100,1938722,5.158,0.00%
Iowa,19,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,125,2409038,5.1888,0.00%
Arizona,4,Micropolitan (non-metro),5,15-24 years,19,Alcohol-Induced Causes,A,30,574826,5.219,0.00%
Kansas,20,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,76,1450145,5.2409,0.00%
Washington,53,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,77,1457167,5.2842,0.00%
Alabama,1,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,65,1209482,5.3742,0.00%
Georgia,13,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,95,1738101,5.4657,0.00%
Montana,30,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,39,712801,5.4714,0.00%
North Carolina,37,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,212,3843039,5.5165,0.00%
Georgia,13,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,154,2787700,5.5243,0.00%
Oklahoma,40,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,21,378418,5.5494,0.00%
Colorado,8,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,45,805745,5.5849,0.00%
Massachusetts,25,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,130,2323624,5.5947,0.00%
Alabama,1,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,166,2961185,5.6059,0.00%
Louisiana,22,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,48,853493,5.6239,0.00%
Indiana,18,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,130,2294332,5.6661,0.00%
Wisconsin,55,Micropolitan (non-metro),5,15-24 years,19,Drug-Induced Causes,D,113,1968299,5.741,0.00%
Montana,30,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,51,882491,5.7791,0.00%
Mississippi,28,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,132,2283363,5.7809,0.00%
Texas,48,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,280,4798070,5.8357,0.00%
Minnesota,27,Large Fringe Metro,2,15-24 years,19,Drug-Induced Causes,D,186,3173097,5.8618,0.00%
South Carolina,45,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,419,7131933,5.875,0.00%
Vermont,50,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,23,384764,5.9777,0.00%
Oregon,41,Small Metro,4,15-24 years,19,Drug-Induced Causes,D,89,1483169,6.0007,0.00%
Rhode Island,44,Large Central Metro,1,15-24 years,19,Drug-Induced Causes,D,101,1669312,6.0504,0.00%
Utah,49,NonCore (non-metro),6,15-24 years,19,Drug-Induced Causes,D,22,363197,6.0573,0.00%
Idaho,16,Medium Metro,3,15-24 years,19,Drug-Induced Causes,D,82,1352295,6.0638,0.00%
